hour,AUC,Accuracy,Acc_class_0,Acc_class_1
6,0.7577777777777779,0.6679487179487179,0.711111111111111,0.5499999999999999
7,0.7363636363636363,0.5571428571428572,0.509090909090909,0.6833333333333333
8,0.7541666666666667,0.5258333333333334,0.49743589743589745,0.7
9,0.7667582417582418,0.7673202614379085,0.8472527472527472,0.4666666666666666
10,0.82925,0.6047368421052631,0.5266666666666666,0.86
11,0.845,0.6017316017316017,0.5602941176470588,0.71
12,0.8037037037037038,0.7340579710144928,0.7666666666666667,0.6133333333333333
13,0.8349122807017544,0.7298461538461539,0.7257894736842105,0.7533333333333333
14,0.8336507936507938,0.729059829059829,0.7523809523809524,0.62
15,0.8100000000000002,0.6142857142857143,0.5486166007905139,0.86
16,0.849732574189096,0.5402298850574713,0.46449275362318837,0.8095238095238095
17,0.8327619047619048,0.76875,0.7716923076923077,0.7571428571428572
18,0.8330619997286665,0.7654188948306595,0.7361823361823362,0.8761904761904761
19,0.8412698412698415,0.6176470588235294,0.5555555555555556,0.8571428571428571
20,0.866533251231527,0.8222222222222223,0.8820197044334975,0.5821428571428571
21,0.8765476190476191,0.8065433854907539,0.8533333333333333,0.6178571428571429
22,0.8103686635944701,0.6195681511470985,0.567741935483871,0.8285714285714286
23,0.8342633928571427,0.8007692307692308,0.81875,0.7321428571428572
24,0.8400804924242424,0.8144871794871795,0.8227272727272726,0.775
25,0.8543729707792208,0.7789743589743588,0.7793560606060606,0.7785714285714286
26,0.8575453192640692,0.6849999999999999,0.6651515151515152,0.7714285714285715
27,0.8930544945250828,0.7943902439024391,0.786096256684492,0.8285714285714285
28,0.8754583651642476,0.843170731707317,0.8754010695187165,0.6928571428571428
29,0.8221638655462185,0.7967479674796747,0.8058823529411765,0.7535714285714286
30,0.8833853541416566,0.8047619047619048,0.8094117647058823,0.7785714285714286
31,0.8884240362811792,0.7875968992248061,0.79,0.7892857142857144
32,0.8655215419501132,0.8205980066445182,0.8403174603174604,0.7214285714285714
33,0.8932879818594104,0.8124031007751938,0.8198412698412699,0.775
34,0.8836281179138321,0.8120708748615726,0.8193650793650793,0.7821428571428571
35,0.8738662131519274,0.817718715393134,0.843174603174603,0.6892857142857143
36,0.8773469387755102,0.7854928017718715,0.7877777777777778,0.775
37,0.8687074829931973,0.7083056478405314,0.6834920634920635,0.8285714285714285
38,0.8651587301587302,0.7255813953488373,0.7431746031746032,0.6571428571428571
39,0.8684325396825396,0.7144820295983088,0.6934920634920635,0.8071428571428573
40,0.855297619047619,0.79661733615222,0.8157142857142856,0.6964285714285714
41,0.8489087301587303,0.80338266384778,0.8333333333333333,0.6678571428571429
42,0.8766891891891891,0.8454545454545455,0.8731231231231231,0.725
43,0.8736995924495925,0.7354545454545454,0.7118618618618618,0.85
44,0.8795795795795796,0.8258585858585858,0.8531531531531531,0.7
45,0.8382882882882882,0.693719806763285,0.681081081081081,0.7583333333333333
46,0.8466216216216216,0.7917874396135265,0.827027027027027,0.6305555555555555
47,0.8496246246246246,0.7474396135265701,0.772972972972973,0.638888888888889
48,0.8407183499288763,0.7764251207729469,0.8018492176386914,0.6722222222222223
49,0.8382764343290658,0.817391304347826,0.8304409672830726,0.7611111111111111
50,0.8895685158843053,0.7966697502312673,0.815647226173542,0.7194444444444444
51,0.8593942626837364,0.8143385753931545,0.8413940256045519,0.6833333333333333
52,0.860987404408457,0.7856614246068455,0.7954116059379217,0.7472222222222222
53,0.8441914080071975,0.7866790009250694,0.8074224021592442,0.6805555555555556
54,0.8629892037786775,0.803422756706753,0.8329284750337381,0.6555555555555556
55,0.8686572199730094,0.7862164662349678,0.7913630229419704,0.7583333333333333
56,0.8634221772379668,0.8078630897317298,0.8485829959514171,0.6138888888888889
57,0.8395936422252213,0.8135638297872341,0.8558704453441296,0.6138888888888888
58,0.8455465587044534,0.801063829787234,0.8300944669365722,0.6638888888888889
59,0.8223459289248762,0.7718085106382978,0.8048582995951417,0.6166666666666666
60,0.8583745689008847,0.826418439716312,0.8605937921727396,0.6666666666666666
61,0.8607249962513122,0.7965425531914894,0.8149797570850204,0.7138888888888888
62,0.838712700554806,0.7839539007092198,0.8095816464237517,0.6694444444444445
63,0.8641737891737892,0.7812056737588652,0.7948717948717949,0.7138888888888889
64,0.8563390313390313,0.8017730496453901,0.8205128205128205,0.7194444444444444
65,0.8715811965811966,0.7807624113475177,0.7743589743589743,0.8111111111111111
66,0.862037037037037,0.8141843971631205,0.8461538461538461,0.6722222222222223
67,0.8645299145299145,0.772340425531915,0.7641025641025642,0.8111111111111111
68,0.883048433048433,0.8351950354609927,0.8461538461538461,0.7916666666666666
69,0.856980056980057,0.8017730496453901,0.8205128205128205,0.7166666666666667
70,0.8749287749287749,0.7972517730496453,0.8102564102564104,0.7416666666666667
71,0.8452991452991453,0.7931737588652482,0.8205128205128205,0.675
72,0.8728632478632479,0.8227836879432624,0.841025641025641,0.7416666666666666
73,0.8748575498575498,0.7806737588652483,0.8153846153846155,0.6277777777777778
74,0.8735754985754985,0.827304964539007,0.8974358974358975,0.5055555555555555
75,0.8583333333333334,0.8312943262411349,0.876923076923077,0.6305555555555555
76,0.8512108262108263,0.7893617021276595,0.8,0.7416666666666667
77,0.8646011396011396,0.7977836879432625,0.8051282051282052,0.763888888888889
78,0.8512108262108262,0.8058510638297871,0.8358974358974358,0.6777777777777778
79,0.8714387464387464,0.7635638297872339,0.764102564102564,0.7722222222222223
80,0.8735042735042734,0.8016843971631206,0.8051282051282052,0.788888888888889
81,0.8938034188034187,0.8062943262411346,0.8205128205128205,0.736111111111111
82,0.8437321937321937,0.776063829787234,0.7897435897435897,0.7138888888888889
83,0.8751424501424502,0.7981382978723405,0.8307692307692308,0.6444444444444445
